CMDLINE python3 scripts/run.py
MEM 3425.597656 1725625987.7512
MEM 3428.222656 1725625987.8522
MEM 3430.347656 1725625987.9533
MEM 3432.222656 1725625988.0555
MEM 3433.722656 1725625988.1623
MEM 3434.597656 1725625988.2632
MEM 3435.097656 1725625988.3642
MEM 3452.722656 1725625988.4652
MEM 3502.222656 1725625988.5662
MEM 3544.347656 1725625988.6673
MEM 3590.722656 1725625988.7683
MEM 3634.347656 1725625988.8693
MEM 3682.472656 1725625988.9703
MEM 3717.097656 1725625989.0713
MEM 3762.722656 1725625989.1723
MEM 3807.097656 1725625989.2733
MEM 3852.097656 1725625989.3743
MEM 3895.597656 1725625989.4753
MEM 3939.597656 1725625989.5763
MEM 3983.222656 1725625989.6773
MEM 4026.722656 1725625989.7783
MEM 4070.097656 1725625989.8793
MEM 4088.097656 1725625989.9805
MEM 4088.097656 1725625990.0823
MEM 4088.097656 1725625990.1833
MEM 4088.097656 1725625990.2843
MEM 4122.222656 1725625990.3853
MEM 4165.097656 1725625990.4863
MEM 4207.847656 1725625990.5872
MEM 4249.097656 1725625990.6883
MEM 4288.597656 1725625990.7895
MEM 4329.347656 1725625990.8918
MEM 4371.472656 1725625990.9926
MEM 4408.722656 1725625991.0943
MEM 4447.972656 1725625991.1953
MEM 4484.847656 1725625991.2963
MEM 4525.097656 1725625991.3973
MEM 4562.347656 1725625991.4983
MEM 4599.847656 1725625991.5993
MEM 4640.597656 1725625991.7023
MEM 4679.847656 1725625991.8033
MEM 4720.847656 1725625991.9043
MEM 4753.847656 1725625992.0053
MEM 4793.347656 1725625992.1063
MEM 4831.347656 1725625992.2073
MEM 4851.597656 1725625992.3083
MEM 4851.597656 1725625992.4093
MEM 4851.597656 1725625992.5103
MEM 4851.597656 1725625992.6113
MEM 4859.347656 1725625992.7123
MEM 4898.347656 1725625992.8133
MEM 4937.097656 1725625992.9143
MEM 4973.097656 1725625993.0152
MEM 5008.597656 1725625993.1163
MEM 5048.847656 1725625993.2183
MEM 5088.472656 1725625993.3194
MEM 5126.722656 1725625993.4203
MEM 5164.222656 1725625993.5213
MEM 5201.722656 1725625993.6223
MEM 5238.972656 1725625993.7233
MEM 5274.597656 1725625993.8243
MEM 5310.722656 1725625993.9273
MEM 5347.222656 1725625994.0296
MEM 5391.105469 1725625994.1318
MEM 5975.105469 1725625994.2343
MEM 6351.105469 1725625994.3383
MEM 6665.105469 1725625994.4394
MEM 6665.105469 1725625994.5403
MEM 6665.105469 1725625994.6413
MEM 6665.105469 1725625994.7423
MEM 6665.105469 1725625994.8433
MEM 6665.105469 1725625994.9443
MEM 6029.734375 1725625995.0452
MEM 6070.359375 1725625995.1463
MEM 6112.734375 1725625995.2473
MEM 6149.234375 1725625995.3483
MEM 6188.734375 1725625995.4493
MEM 6225.859375 1725625995.5503
MEM 6255.234375 1725625995.6513
MEM 6255.234375 1725625995.7524
MEM 6255.234375 1725625995.8555
MEM 6255.234375 1725625995.9576
MEM 6255.234375 1725625996.0592
MEM 6282.359375 1725625996.1613
MEM 6324.734375 1725625996.2623
MEM 6367.484375 1725625996.3633
MEM 6410.109375 1725625996.4643
MEM 6453.609375 1725625996.5653
MEM 6495.109375 1725625996.6663
MEM 6538.359375 1725625996.7673
MEM 6578.484375 1725625996.8693
MEM 6618.109375 1725625996.9703
MEM 6641.734375 1725625997.0715
MEM 6676.734375 1725625997.1723
MEM 6713.984375 1725625997.2733
MEM 6751.359375 1725625997.3743
MEM 6790.484375 1725625997.4763
MEM 6830.359375 1725625997.5773
MEM 6869.359375 1725625997.6783
MEM 6905.984375 1725625997.7793
MEM 6938.234375 1725625997.8803
MEM 6974.109375 1725625997.9812
MEM 7009.984375 1725625998.0823
MEM 7018.859375 1725625998.1833
MEM 7018.859375 1725625998.2844
MEM 7018.859375 1725625998.3887
MEM 7018.859375 1725625998.4923
MEM 7018.859375 1725625998.5933
MEM 7043.734375 1725625998.6943
MEM 7079.109375 1725625998.7953
MEM 7109.984375 1725625998.8962
MEM 7144.734375 1725625998.9973
MEM 7179.109375 1725625999.0983
MEM 7206.734375 1725625999.1993
MEM 7239.609375 1725625999.3005
MEM 7274.234375 1725625999.4015
MEM 7304.234375 1725625999.5030
MEM 7335.734375 1725625999.6035
MEM 7370.359375 1725625999.7073
MEM 7400.734375 1725625999.8089
MEM 7432.859375 1725625999.9093
MEM 7460.734375 1725626000.0104
MEM 7485.109375 1725626000.1115
MEM 7512.234375 1725626000.2144
MEM 7544.234375 1725626000.3153
MEM 7571.734375 1725626000.4163
MEM 7602.609375 1725626000.5174
MEM 7632.359375 1725626000.6183
MEM 7665.859375 1725626000.7193
MEM 7698.609375 1725626000.8203
MEM 7732.484375 1725626000.9233
MEM 7764.109375 1725626001.0248
MEM 7781.859375 1725626001.1263
MEM 7781.859375 1725626001.2273
MEM 7781.859375 1725626001.3283
MEM 7781.859375 1725626001.4292
MEM 7781.859375 1725626001.5303
MEM 7781.859375 1725626001.6313
MEM 7810.359375 1725626001.7323
MEM 7843.359375 1725626001.8334
MEM 7875.734375 1725626001.9358
MEM 7907.109375 1725626002.0365
MEM 7938.734375 1725626002.1383
MEM 7967.734375 1725626002.2399
MEM 7995.234375 1725626002.3427
MEM 8020.234375 1725626002.4433
MEM 8018.734375 1725626002.5447
MEM 8040.359375 1725626002.6453
MEM 8062.359375 1725626002.7505
MEM 8081.234375 1725626002.8523
MEM 8097.984375 1725626002.9571
MEM 8114.234375 1725626003.0593
MEM 8128.234375 1725626003.1605
MEM 8140.484375 1725626003.2625
MEM 8149.234375 1725626003.3643
MEM 8158.484375 1725626003.4653
MEM 8166.359375 1725626003.5663
MEM 8172.984375 1725626003.6673
MEM 8178.234375 1725626003.7683
MEM 8182.109375 1725626003.8692
MEM 8184.734375 1725626003.9702
MEM 8185.984375 1725626004.0713
MEM 8196.484375 1725626004.1723
MEM 8227.234375 1725626004.2763
MEM 8255.359375 1725626004.3773
MEM 8286.484375 1725626004.4783
MEM 8316.609375 1725626004.5793
MEM 8347.859375 1725626004.6803
MEM 8378.484375 1725626004.7813
MEM 8404.359375 1725626004.8823
MEM 8432.734375 1725626004.9833
MEM 8457.484375 1725626005.0846
MEM 8461.484375 1725626005.1853
MEM 8489.484375 1725626005.2863
MEM 8495.433594 1725626005.3874
MEM 8496.164062 1725626005.4883
MEM 8496.164062 1725626005.5900
MEM 8496.164062 1725626005.6903
MEM 8496.164062 1725626005.7915
MEM 8496.164062 1725626005.8935
MEM 8496.164062 1725626005.9967
MEM 8496.164062 1725626006.0978
MEM 8496.164062 1725626006.1993
MEM 8496.164062 1725626006.3003
MEM 8496.164062 1725626006.4013
MEM 8496.164062 1725626006.5022
MEM 8521.789062 1725626006.6033
MEM 8547.789062 1725626006.7043
MEM 8577.414062 1725626006.8053
MEM 8604.539062 1725626006.9063
MEM 8635.164062 1725626007.0074
MEM 8660.914062 1725626007.1083
MEM 8692.164062 1725626007.2113
MEM 8724.414062 1725626007.3154
MEM 8746.414062 1725626007.4163
MEM 8776.414062 1725626007.5173
MEM 8802.164062 1725626007.6183
MEM 8831.414062 1725626007.7193
MEM 8861.164062 1725626007.8204
MEM 8886.539062 1725626007.9213
MEM 8915.289062 1725626008.0223
MEM 8936.914062 1725626008.1233
MEM 8965.789062 1725626008.2243
MEM 8994.539062 1725626008.3253
MEM 9018.914062 1725626008.4264
MEM 9047.039062 1725626008.5273
MEM 9071.164062 1725626008.6284
MEM 9098.039062 1725626008.7289
MEM 9127.664062 1725626008.8331
MEM 9151.914062 1725626008.9338
MEM 9178.539062 1725626009.0347
MEM 9202.539062 1725626009.1358
MEM 9226.914062 1725626009.2367
MEM 9255.289062 1725626009.3377
MEM 9259.789062 1725626009.4387
MEM 9259.789062 1725626009.5397
MEM 9259.789062 1725626009.6407
MEM 9259.789062 1725626009.7417
MEM 9259.789062 1725626009.8427
MEM 9259.789062 1725626009.9438
MEM 9259.789062 1725626010.0448
MEM 9279.414062 1725626010.1458
MEM 9307.539062 1725626010.2509
MEM 9333.539062 1725626010.3538
MEM 9357.914062 1725626010.4571
MEM 9385.414062 1725626010.5584
MEM 9408.039062 1725626010.6590
MEM 9434.164062 1725626010.7612
MEM 9462.539062 1725626010.8618
MEM 9483.539062 1725626010.9637
MEM 9508.914062 1725626011.0647
MEM 9534.289062 1725626011.1657
MEM 9552.414062 1725626011.2668
MEM 9578.914062 1725626011.3677
MEM 9605.539062 1725626011.4688
MEM 9624.039062 1725626011.5699
MEM 9649.914062 1725626011.6712
MEM 9675.664062 1725626011.7718
MEM 9694.039062 1725626011.8743
MEM 9719.789062 1725626011.9749
MEM 9746.289062 1725626012.0787
MEM 9766.789062 1725626012.1813
MEM 9765.539062 1725626012.2820
MEM 9790.414062 1725626012.3842
MEM 9760.039062 1725626012.4848
MEM 9760.914062 1725626012.5878
MEM 9785.414062 1725626012.6904
MEM 9753.914062 1725626012.7914
MEM 9772.664062 1725626012.8918
MEM 9796.664062 1725626012.9943
MEM 9814.664062 1725626013.0948
MEM 9833.539062 1725626013.1994
MEM 9857.414062 1725626013.2999
MEM 9880.164062 1725626013.4021
MEM 9881.164062 1725626013.5036
MEM 9881.164062 1725626013.6048
MEM 9881.164062 1725626013.7078
MEM 9881.164062 1725626013.8122
MEM 9881.164062 1725626013.9130
MEM 9881.164062 1725626014.0143
MEM 9881.164062 1725626014.1149
MEM 9881.164062 1725626014.2158
MEM 9883.789062 1725626014.3182
MEM 9907.664062 1725626014.4188
MEM 9932.914062 1725626014.5234
MEM 9946.664062 1725626014.6238
MEM 10165.140625 1725626014.7253
MEM 10368.097656 1725626014.8258
MEM 10393.722656 1725626014.9268
MEM 10482.972656 1725626015.0282
MEM 10512.800781 1725626015.1294
MEM 10476.800781 1725626015.2298
MEM 10460.175781 1725626015.3319
MEM 10470.175781 1725626015.4329
MEM 10469.675781 1725626015.5338
MEM 10469.800781 1725626015.6348
MEM 10466.925781 1725626015.7358
MEM 0.000000 1725626015.8510
MEM 0.000000 1725626015.9528
