CMDLINE python3 scripts/run.py
MEM 587.535156 1725625693.2203
MEM 587.535156 1725625693.3217
MEM 588.160156 1725625693.4251
MEM 588.160156 1725625693.5270
MEM 588.160156 1725625693.6286
MEM 588.160156 1725625693.7306
MEM 589.160156 1725625693.8315
MEM 589.160156 1725625693.9354
MEM 592.785156 1725625694.0364
MEM 592.785156 1725625694.1381
MEM 592.785156 1725625694.2437
MEM 592.785156 1725625694.3448
MEM 595.410156 1725625694.4455
MEM 595.410156 1725625694.5494
MEM 595.535156 1725625694.6508
MEM 596.785156 1725625694.7519
MEM 596.785156 1725625694.8533
MEM 596.785156 1725625694.9557
MEM 598.285156 1725625695.0566
MEM 598.285156 1725625695.1581
MEM 598.285156 1725625695.2588
MEM 598.285156 1725625695.3604
MEM 601.035156 1725625695.4614
MEM 603.910156 1725625695.5625
MEM 603.910156 1725625695.6670
MEM 603.910156 1725625695.7684
MEM 603.910156 1725625695.8714
MEM 603.910156 1725625695.9735
MEM 604.535156 1725625696.0754
MEM 604.535156 1725625696.1800
MEM 604.535156 1725625696.2808
MEM 604.535156 1725625696.3824
MEM 608.160156 1725625696.4828
MEM 608.160156 1725625696.5853
MEM 609.035156 1725625696.6864
MEM 609.035156 1725625696.7897
MEM 609.035156 1725625696.8908
MEM 610.910156 1725625696.9916
MEM 610.910156 1725625697.0949
MEM 610.910156 1725625697.1960
MEM 611.785156 1725625697.2967
MEM 611.785156 1725625697.4007
MEM 611.785156 1725625697.5016
MEM 613.785156 1725625697.6027
MEM 613.785156 1725625697.7037
MEM 613.785156 1725625697.8081
MEM 613.785156 1725625697.9114
MEM 615.785156 1725625698.0132
MEM 615.785156 1725625698.1173
MEM 616.660156 1725625698.2234
MEM 616.660156 1725625698.3252
MEM 616.660156 1725625698.4283
MEM 616.660156 1725625698.5297
MEM 618.785156 1725625698.6320
MEM 618.785156 1725625698.7329
MEM 621.035156 1725625698.8334
MEM 621.035156 1725625698.9363
MEM 621.035156 1725625699.0388
MEM 621.035156 1725625699.1398
MEM 622.285156 1725625699.2416
MEM 622.285156 1725625699.3424
MEM 622.285156 1725625699.4439
MEM 624.785156 1725625699.5444
MEM 624.785156 1725625699.6458
MEM 624.785156 1725625699.7469
MEM 627.410156 1725625699.8473
MEM 627.410156 1725625699.9484
MEM 627.410156 1725625700.0495
MEM 628.660156 1725625700.1515
MEM 628.660156 1725625700.2530
MEM 628.660156 1725625700.3534
MEM 628.660156 1725625700.4557
MEM 628.660156 1725625700.5573
MEM 629.910156 1725625700.6595
MEM 629.910156 1725625700.7609
MEM 631.910156 1725625700.8622
MEM 631.910156 1725625700.9639
MEM 631.910156 1725625701.0651
MEM 634.285156 1725625701.1656
MEM 634.285156 1725625701.2668
MEM 634.285156 1725625701.3688
MEM 634.285156 1725625701.4698
MEM 634.285156 1725625701.5710
MEM 634.285156 1725625701.6726
MEM 636.910156 1725625701.7737
MEM 636.910156 1725625701.8755
MEM 636.910156 1725625701.9785
MEM 636.910156 1725625702.0802
MEM 638.285156 1725625702.1813
MEM 638.285156 1725625702.2831
MEM 638.285156 1725625702.3850
MEM 639.160156 1725625702.4854
MEM 639.160156 1725625702.5868
MEM 641.035156 1725625702.6881
MEM 641.035156 1725625702.7904
MEM 641.035156 1725625702.8926
MEM 643.035156 1725625702.9936
MEM 643.035156 1725625703.0948
MEM 643.035156 1725625703.1961
MEM 645.285156 1725625703.2981
MEM 645.285156 1725625703.4005
MEM 645.285156 1725625703.5026
MEM 645.285156 1725625703.6047
MEM 646.035156 1725625703.7084
MEM 646.035156 1725625703.8105
MEM 647.035156 1725625703.9115
MEM 647.910156 1725625704.0131
MEM 647.910156 1725625704.1151
MEM 648.285156 1725625704.2167
MEM 642.074219 1725625704.3179
MEM 642.074219 1725625704.4184
MEM 642.074219 1725625704.5201
MEM 642.074219 1725625704.6205
MEM 642.074219 1725625704.7215
MEM 642.074219 1725625704.8225
MEM 642.074219 1725625704.9235
MEM 642.074219 1725625705.0251
MEM 642.074219 1725625705.1256
MEM 642.074219 1725625705.2264
MEM 642.074219 1725625705.3276
MEM 642.074219 1725625705.4284
MEM 642.074219 1725625705.5296
MEM 642.074219 1725625705.6305
MEM 642.074219 1725625705.7312
MEM 642.074219 1725625705.8327
MEM 642.074219 1725625705.9341
MEM 642.074219 1725625706.0344
MEM 642.074219 1725625706.1356
MEM 642.074219 1725625706.2375
MEM 642.074219 1725625706.3386
MEM 642.074219 1725625706.4393
MEM 642.074219 1725625706.5403
MEM 642.074219 1725625706.6415
MEM 642.074219 1725625706.7423
MEM 642.074219 1725625706.8449
MEM 642.074219 1725625706.9453
MEM 642.074219 1725625707.0474
MEM 642.074219 1725625707.1518
MEM 642.074219 1725625707.2533
MEM 642.074219 1725625707.3570
MEM 642.074219 1725625707.4596
MEM 642.074219 1725625707.5617
MEM 642.074219 1725625707.6674
MEM 642.074219 1725625707.7691
MEM 642.074219 1725625707.8710
MEM 642.074219 1725625707.9717
MEM 642.074219 1725625708.0726
MEM 642.074219 1725625708.1737
MEM 642.074219 1725625708.2745
MEM 642.074219 1725625708.3756
MEM 642.074219 1725625708.4764
MEM 642.074219 1725625708.5782
MEM 642.074219 1725625708.6790
MEM 642.074219 1725625708.7800
MEM 642.074219 1725625708.8812
MEM 642.074219 1725625708.9822
MEM 642.074219 1725625709.0832
MEM 642.074219 1725625709.1843
MEM 642.074219 1725625709.2855
MEM 642.074219 1725625709.3862
MEM 642.074219 1725625709.4870
MEM 642.074219 1725625709.5881
MEM 642.074219 1725625709.6893
MEM 642.074219 1725625709.7900
MEM 642.074219 1725625709.8910
MEM 642.074219 1725625709.9921
MEM 642.074219 1725625710.0931
MEM 642.074219 1725625710.1941
MEM 642.074219 1725625710.2954
MEM 642.074219 1725625710.3961
MEM 642.074219 1725625710.4970
MEM 642.074219 1725625710.5992
MEM 642.074219 1725625710.7002
MEM 642.074219 1725625710.8013
MEM 642.074219 1725625710.9022
MEM 642.074219 1725625711.0030
MEM 642.074219 1725625711.1041
MEM 642.074219 1725625711.2054
MEM 642.074219 1725625711.3067
MEM 642.074219 1725625711.4072
MEM 642.074219 1725625711.5081
MEM 642.074219 1725625711.6096
MEM 642.074219 1725625711.7105
MEM 642.074219 1725625711.8111
MEM 642.074219 1725625711.9121
MEM 642.074219 1725625712.0133
MEM 642.199219 1725625712.1146
MEM 642.324219 1725625712.2150
MEM 642.324219 1725625712.3161
MEM 642.574219 1725625712.4172
MEM 642.574219 1725625712.5183
MEM 642.574219 1725625712.6194
MEM 642.574219 1725625712.7203
MEM 642.574219 1725625712.8212
MEM 642.574219 1725625712.9273
MEM 642.574219 1725625713.0296
MEM 642.574219 1725625713.1321
MEM 642.574219 1725625713.2346
MEM 642.574219 1725625713.3360
MEM 642.574219 1725625713.4392
MEM 642.574219 1725625713.5407
MEM 642.574219 1725625713.6441
MEM 642.574219 1725625713.7477
MEM 642.574219 1725625713.8497
MEM 642.699219 1725625713.9500
MEM 642.949219 1725625714.0510
MEM 642.949219 1725625714.1521
MEM 642.949219 1725625714.2529
MEM 642.949219 1725625714.3543
MEM 642.949219 1725625714.4553
MEM 642.949219 1725625714.5561
MEM 642.949219 1725625714.6581
MEM 642.949219 1725625714.7591
MEM 642.949219 1725625714.8605
MEM 642.949219 1725625714.9613
MEM 642.949219 1725625715.0622
MEM 642.949219 1725625715.1632
MEM 642.949219 1725625715.2642
MEM 643.199219 1725625715.3652
MEM 643.324219 1725625715.4662
MEM 643.449219 1725625715.5672
MEM 643.574219 1725625715.6680
MEM 643.699219 1725625715.7693
MEM 643.699219 1725625715.8702
MEM 643.824219 1725625715.9710
MEM 643.824219 1725625716.0720
MEM 643.949219 1725625716.1732
MEM 644.074219 1725625716.2743
MEM 644.074219 1725625716.3754
MEM 644.199219 1725625716.4760
MEM 644.324219 1725625716.5771
MEM 644.449219 1725625716.6780
MEM 644.574219 1725625716.7791
MEM 644.574219 1725625716.8803
MEM 644.574219 1725625716.9810
MEM 644.824219 1725625717.0821
MEM 644.949219 1725625717.1832
MEM 645.074219 1725625717.2842
MEM 645.074219 1725625717.3852
MEM 645.199219 1725625717.4864
MEM 645.324219 1725625717.5870
MEM 645.449219 1725625717.6881
MEM 645.449219 1725625717.7892
MEM 645.574219 1725625717.8903
MEM 645.699219 1725625717.9911
MEM 645.699219 1725625718.0922
MEM 645.949219 1725625718.1932
MEM 646.074219 1725625718.2940
MEM 646.324219 1725625718.3943
MEM 646.574219 1725625718.4951
MEM 646.574219 1725625718.5961
MEM 646.699219 1725625718.6971
MEM 646.699219 1725625718.7993
MEM 830.820312 1725625718.9013
MEM 994.003906 1725625719.0020
MEM 961.953125 1725625719.1055
MEM 792.855469 1725625719.2064
MEM 804.855469 1725625719.3098
MEM 779.089844 1725625719.4109
MEM 647.992188 1725625719.5121
MEM 651.867188 1725625719.6152
MEM 672.617188 1725625719.7166
MEM 679.617188 1725625719.8184
MEM 686.242188 1725625719.9191
MEM 695.992188 1725625720.0201
MEM 703.867188 1725625720.1231
MEM 708.617188 1725625720.2241
MEM 718.242188 1725625720.3251
MEM 727.617188 1725625720.4273
MEM 733.742188 1725625720.5284
MEM 738.117188 1725625720.6291
MEM 739.363281 1725625720.7306
MEM 753.613281 1725625720.8314
MEM 758.363281 1725625720.9342
MEM 771.488281 1725625721.0350
MEM 785.738281 1725625721.1361
MEM 788.753906 1725625721.2374
MEM 790.003906 1725625721.3389
MEM 793.253906 1725625721.4403
MEM 799.503906 1725625721.5411
MEM 814.878906 1725625721.6421
MEM 831.753906 1725625721.7429
MEM 831.753906 1725625721.8443
MEM 831.753906 1725625721.9464
MEM 819.843750 1725625722.0471
MEM 818.976562 1725625722.1481
MEM 824.851562 1725625722.2492
MEM 828.351562 1725625722.3504
MEM 828.726562 1725625722.4509
MEM 828.726562 1725625722.5521
MEM 744.019531 1725625722.6531
MEM 744.019531 1725625722.7564
MEM 744.019531 1725625722.8569
MEM 567.921875 1725625722.9597
MEM 567.921875 1725625723.0600
MEM 558.976562 1725625723.1622
MEM 558.976562 1725625723.2624
MEM 558.976562 1725625723.3634
MEM 558.976562 1725625723.4663
MEM 558.976562 1725625723.5671
MEM 558.976562 1725625723.6694
MEM 558.976562 1725625723.7709
MEM 558.976562 1725625723.8721
MEM 558.976562 1725625723.9742
MEM 558.976562 1725625724.0757
MEM 558.976562 1725625724.1771
MEM 558.976562 1725625724.2796
MEM 558.976562 1725625724.3824
MEM 558.976562 1725625724.4832
MEM 558.976562 1725625724.5849
MEM 558.976562 1725625724.6860
MEM 569.976562 1725625724.7869
MEM 582.851562 1725625724.8886
MEM 598.851562 1725625724.9914
MEM 594.183594 1725625725.0933
MEM 594.183594 1725625725.1962
MEM 597.683594 1725625725.2972
MEM 610.308594 1725625725.4002
MEM 625.933594 1725625725.5009
MEM 627.933594 1725625725.6019
MEM 627.933594 1725625725.7029
MEM 628.058594 1725625725.8048
MEM 628.058594 1725625725.9058
MEM 628.058594 1725625726.0069
MEM 628.058594 1725625726.1079
MEM 628.058594 1725625726.2088
MEM 628.183594 1725625726.3098
MEM 628.183594 1725625726.4108
MEM 628.183594 1725625726.5118
MEM 628.183594 1725625726.6128
MEM 628.183594 1725625726.7139
MEM 628.308594 1725625726.8149
MEM 628.308594 1725625726.9176
MEM 628.308594 1725625727.0179
MEM 628.308594 1725625727.1195
MEM 628.308594 1725625727.2213
MEM 628.308594 1725625727.3248
MEM 628.433594 1725625727.4261
MEM 628.433594 1725625727.5310
MEM 628.433594 1725625727.6326
MEM 628.433594 1725625727.7343
MEM 628.433594 1725625727.8350
MEM 628.558594 1725625727.9378
MEM 628.558594 1725625728.0416
MEM 628.558594 1725625728.1424
MEM 629.058594 1725625728.2435
MEM 629.683594 1725625728.3453
MEM 630.433594 1725625728.4471
MEM 630.933594 1725625728.5479
MEM 630.933594 1725625728.6509
MEM 630.933594 1725625728.7519
MEM 630.933594 1725625728.8528
MEM 630.933594 1725625728.9538
MEM 630.933594 1725625729.0549
MEM 630.933594 1725625729.1559
MEM 630.933594 1725625729.2569
MEM 630.933594 1725625729.3578
MEM 630.933594 1725625729.4588
MEM 630.933594 1725625729.5598
MEM 630.933594 1725625729.6609
MEM 630.933594 1725625729.7619
MEM 630.933594 1725625729.8639
MEM 630.933594 1725625729.9640
MEM 630.933594 1725625730.0678
MEM 630.933594 1725625730.1688
MEM 630.933594 1725625730.2698
MEM 630.933594 1725625730.3709
MEM 630.933594 1725625730.4718
MEM 630.933594 1725625730.5728
MEM 630.933594 1725625730.6739
MEM 630.933594 1725625730.7748
MEM 630.933594 1725625730.8758
MEM 630.933594 1725625730.9768
MEM 630.933594 1725625731.0779
MEM 630.933594 1725625731.1788
MEM 630.933594 1725625731.2801
MEM 630.933594 1725625731.3839
MEM 631.058594 1725625731.4849
MEM 631.613281 1725625731.5859
MEM 631.613281 1725625731.6868
MEM 631.613281 1725625731.7879
MEM 631.613281 1725625731.8888
MEM 631.613281 1725625731.9898
MEM 631.613281 1725625732.0909
MEM 631.613281 1725625732.1918
MEM 631.613281 1725625732.2928
MEM 631.613281 1725625732.3938
MEM 631.613281 1725625732.4948
MEM 631.613281 1725625732.5958
MEM 631.613281 1725625732.6969
MEM 631.613281 1725625732.7979
MEM 631.613281 1725625732.8989
MEM 631.613281 1725625732.9998
MEM 631.613281 1725625733.1009
MEM 631.613281 1725625733.2018
MEM 631.613281 1725625733.3029
MEM 631.613281 1725625733.4038
MEM 631.613281 1725625733.5048
MEM 631.613281 1725625733.6058
MEM 631.613281 1725625733.7068
MEM 631.613281 1725625733.8078
MEM 631.613281 1725625733.9088
MEM 631.613281 1725625734.0098
MEM 631.613281 1725625734.1108
MEM 631.613281 1725625734.2118
MEM 632.113281 1725625734.3129
MEM 632.863281 1725625734.4140
MEM 633.613281 1725625734.5149
MEM 633.066406 1725625734.6159
MEM 633.066406 1725625734.7169
MEM 633.066406 1725625734.8178
MEM 633.066406 1725625734.9189
MEM 633.066406 1725625735.0199
MEM 633.191406 1725625735.1239
MEM 633.191406 1725625735.2291
MEM 633.191406 1725625735.3301
MEM 633.191406 1725625735.4389
MEM 633.191406 1725625735.5398
MEM 633.191406 1725625735.6408
MEM 633.316406 1725625735.7418
MEM 633.316406 1725625735.8428
MEM 633.316406 1725625735.9438
MEM 633.316406 1725625736.0448
MEM 633.316406 1725625736.1458
MEM 633.441406 1725625736.2468
MEM 633.441406 1725625736.3478
MEM 633.441406 1725625736.4489
MEM 633.441406 1725625736.5499
MEM 633.441406 1725625736.6508
MEM 633.566406 1725625736.7519
MEM 633.566406 1725625736.8529
MEM 633.566406 1725625736.9539
MEM 633.566406 1725625737.0548
MEM 633.566406 1725625737.1559
MEM 633.566406 1725625737.2568
MEM 633.941406 1725625737.3579
MEM 633.941406 1725625737.4589
MEM 634.441406 1725625737.5599
MEM 635.066406 1725625737.6609
MEM 635.066406 1725625737.7619
MEM 635.066406 1725625737.8628
MEM 635.066406 1725625737.9638
MEM 635.066406 1725625738.0649
MEM 635.066406 1725625738.1659
MEM 635.066406 1725625738.2669
MEM 635.066406 1725625738.3678
MEM 635.066406 1725625738.4688
MEM 635.066406 1725625738.5702
MEM 635.066406 1725625738.6714
MEM 635.066406 1725625738.7723
MEM 635.066406 1725625738.8747
MEM 635.066406 1725625738.9752
MEM 635.066406 1725625739.0772
MEM 635.066406 1725625739.1787
MEM 635.066406 1725625739.2794
MEM 635.066406 1725625739.3804
MEM 635.066406 1725625739.4816
MEM 635.066406 1725625739.5853
MEM 635.066406 1725625739.6862
MEM 635.066406 1725625739.7872
MEM 635.066406 1725625739.8882
MEM 635.066406 1725625739.9892
MEM 635.066406 1725625740.0902
MEM 635.066406 1725625740.1912
MEM 635.066406 1725625740.2922
MEM 635.066406 1725625740.3932
MEM 635.066406 1725625740.4942
MEM 635.066406 1725625740.5952
MEM 635.066406 1725625740.6962
MEM 690.566406 1725625740.7972
MEM 770.066406 1725625740.8982
MEM 845.941406 1725625740.9992
MEM 984.019531 1725625741.1003
MEM 1055.769531 1725625741.2012
MEM 1121.144531 1725625741.3022
MEM 1182.144531 1725625741.4033
MEM 1386.804688 1725625741.5045
MEM 1323.433594 1725625741.6056
MEM 1323.433594 1725625741.7064
MEM 1324.683594 1725625741.8092
MEM 1379.683594 1725625741.9128
MEM 1425.933594 1725625742.0135
MEM 1471.558594 1725625742.1162
MEM 1517.558594 1725625742.2210
MEM 1557.433594 1725625742.3219
MEM 1598.433594 1725625742.4223
MEM 1634.433594 1725625742.5253
MEM 1671.058594 1725625742.6287
MEM 1704.058594 1725625742.7307
MEM 1742.058594 1725625742.8323
MEM 1779.683594 1725625742.9350
MEM 1810.683594 1725625743.0355
MEM 2140.871094 1725625743.1403
MEM 1991.125000 1725625743.2412
MEM 2022.750000 1725625743.3422
MEM 2057.875000 1725625743.4432
MEM 2080.250000 1725625743.5443
MEM 2110.125000 1725625743.6453
MEM 2141.000000 1725625743.7462
MEM 2172.000000 1725625743.8472
MEM 2201.000000 1725625743.9483
MEM 2230.625000 1725625744.0492
MEM 2245.500000 1725625744.1502
MEM 2245.500000 1725625744.2512
MEM 2245.500000 1725625744.3522
MEM 2256.000000 1725625744.4532
MEM 2285.125000 1725625744.5542
MEM 2310.875000 1725625744.6553
MEM 2337.125000 1725625744.7563
MEM 2362.750000 1725625744.8572
MEM 2388.750000 1725625744.9582
MEM 2413.750000 1725625745.0602
MEM 2437.500000 1725625745.1612
MEM 2461.250000 1725625745.2622
MEM 2484.875000 1725625745.3632
MEM 2507.750000 1725625745.4642
MEM 2530.250000 1725625745.5652
MEM 2551.625000 1725625745.6662
MEM 2572.750000 1725625745.7672
MEM 2593.375000 1725625745.8682
MEM 2613.250000 1725625745.9692
MEM 2633.125000 1725625746.0703
MEM 2652.250000 1725625746.1720
MEM 2671.125000 1725625746.2728
MEM 2690.125000 1725625746.3762
MEM 2708.250000 1725625746.4784
MEM 2725.875000 1725625746.5807
MEM 2742.625000 1725625746.6813
MEM 2759.000000 1725625746.7824
MEM 2775.375000 1725625746.8833
MEM 2791.375000 1725625746.9865
MEM 2806.500000 1725625747.0873
MEM 2821.375000 1725625747.1903
MEM 2836.125000 1725625747.2932
MEM 2850.625000 1725625747.3962
MEM 2864.125000 1725625747.4974
MEM 2877.625000 1725625747.6002
MEM 2890.250000 1725625747.7020
MEM 2902.500000 1725625747.8024
MEM 2914.750000 1725625747.9053
MEM 2926.125000 1725625748.0062
MEM 2937.250000 1725625748.1072
MEM 2947.875000 1725625748.2082
MEM 2958.125000 1725625748.3092
MEM 2968.000000 1725625748.4102
MEM 2977.625000 1725625748.5112
MEM 2986.750000 1725625748.6122
MEM 2994.875000 1725625748.7133
MEM 3002.875000 1725625748.8142
MEM 3005.500000 1725625748.9153
MEM 3005.500000 1725625749.0162
MEM 3005.500000 1725625749.1172
MEM 3008.125000 1725625749.2182
MEM 3329.117188 1725625749.3193
MEM 3559.867188 1725625749.4203
MEM 3649.117188 1725625749.5231
MEM 3649.117188 1725625749.6233
MEM 3649.117188 1725625749.7253
MEM 3336.121094 1725625749.8263
MEM 3343.996094 1725625749.9311
MEM 3349.871094 1725625750.0323
MEM 3356.496094 1725625750.1347
MEM 3362.746094 1725625750.2370
MEM 3368.496094 1725625750.3393
MEM 3373.496094 1725625750.4405
MEM 3378.371094 1725625750.5453
MEM 3382.621094 1725625750.6462
MEM 3386.496094 1725625750.7472
MEM 3390.121094 1725625750.8482
MEM 3393.246094 1725625750.9492
MEM 3395.996094 1725625751.0502
MEM 3398.371094 1725625751.1512
MEM 3400.246094 1725625751.2522
MEM 3401.746094 1725625751.3532
MEM 3402.871094 1725625751.4542
MEM 3403.621094 1725625751.5552
MEM 3403.996094 1725625751.6562
MEM 3434.871094 1725625751.7583
MEM 3472.121094 1725625751.8588
MEM 3516.121094 1725625751.9605
MEM 3556.621094 1725625752.0626
MEM 3604.246094 1725625752.1643
MEM 3651.496094 1725625752.2652
MEM 3681.246094 1725625752.3663
MEM 3725.871094 1725625752.4672
MEM 3760.996094 1725625752.5682
MEM 3800.121094 1725625752.6693
MEM 3836.746094 1725625752.7703
MEM 3882.371094 1725625752.8733
MEM 3926.871094 1725625752.9757
MEM 3960.621094 1725625753.0764
MEM 3997.621094 1725625753.1778
MEM 4041.496094 1725625753.2783
MEM 4077.496094 1725625753.3823
MEM 4088.621094 1725625753.4833
MEM 4088.621094 1725625753.5842
MEM 4088.621094 1725625753.6852
MEM 4088.621094 1725625753.7862
MEM 4126.496094 1725625753.8872
MEM 4161.496094 1725625753.9882
MEM 4203.121094 1725625754.0892
MEM 4234.371094 1725625754.1903
MEM 4274.871094 1725625754.2912
MEM 4307.121094 1725625754.3922
MEM 4347.621094 1725625754.4932
MEM 4380.121094 1725625754.5943
MEM 4416.246094 1725625754.6953
MEM 4452.246094 1725625754.7965
MEM 4493.871094 1725625754.8977
MEM 4529.746094 1725625755.0005
MEM 4570.496094 1725625755.1013
MEM 4604.371094 1725625755.2022
MEM 4635.871094 1725625755.3033
MEM 4669.246094 1725625755.4074
MEM 4702.496094 1725625755.5085
MEM 4738.496094 1725625755.6102
MEM 4777.996094 1725625755.7133
MEM 4810.371094 1725625755.8163
MEM 4844.621094 1725625755.9172
MEM 4852.246094 1725625756.0183
MEM 4852.246094 1725625756.1192
MEM 4852.246094 1725625756.2202
MEM 4852.246094 1725625756.3212
MEM 4868.871094 1725625756.4222
MEM 4901.371094 1725625756.5233
MEM 4940.371094 1725625756.6242
MEM 4969.871094 1725625756.7253
MEM 5002.871094 1725625756.8263
MEM 5040.621094 1725625756.9272
MEM 5068.121094 1725625757.0284
MEM 5093.246094 1725625757.1295
MEM 5131.746094 1725625757.2327
MEM 5165.871094 1725625757.3373
MEM 5202.496094 1725625757.4375
MEM 5235.371094 1725625757.5388
MEM 5270.496094 1725625757.6392
MEM 5302.621094 1725625757.7403
MEM 5337.496094 1725625757.8414
MEM 5369.246094 1725625757.9453
MEM 5732.472656 1725625758.0462
MEM 5935.972656 1725625758.1473
MEM 6240.722656 1725625758.2513
MEM 6408.472656 1725625758.3523
MEM 6638.972656 1725625758.4533
MEM 6665.722656 1725625758.5543
MEM 6665.722656 1725625758.6552
MEM 6665.722656 1725625758.7563
MEM 6665.722656 1725625758.8573
MEM 6665.722656 1725625758.9582
MEM 6665.722656 1725625759.0592
MEM 6058.476562 1725625759.1602
MEM 6101.351562 1725625759.2613
MEM 6144.601562 1725625759.3623
MEM 6187.351562 1725625759.4634
MEM 6218.226562 1725625759.5696
MEM 6242.226562 1725625759.6704
MEM 6255.851562 1725625759.7724
MEM 6255.851562 1725625759.8743
MEM 6255.851562 1725625759.9754
MEM 6255.851562 1725625760.0766
MEM 6255.851562 1725625760.1773
MEM 6255.851562 1725625760.2813
MEM 6255.851562 1725625760.3823
MEM 6270.976562 1725625760.4833
MEM 6310.226562 1725625760.5842
MEM 6350.601562 1725625760.6853
MEM 6390.226562 1725625760.7863
MEM 6427.976562 1725625760.8873
MEM 6462.601562 1725625760.9883
MEM 6498.601562 1725625761.0893
MEM 6537.726562 1725625761.1903
MEM 6577.976562 1725625761.2912
MEM 6614.851562 1725625761.3922
MEM 6649.226562 1725625761.4932
MEM 6686.226562 1725625761.5942
MEM 6717.851562 1725625761.6953
MEM 6752.601562 1725625761.7963
MEM 6784.476562 1725625761.8973
MEM 6801.476562 1725625762.0011
MEM 6833.101562 1725625762.1043
MEM 6863.476562 1725625762.2053
MEM 6888.351562 1725625762.3063
MEM 6914.726562 1725625762.4073
MEM 6945.851562 1725625762.5082
MEM 6977.601562 1725625762.6092
MEM 7005.601562 1725625762.7103
MEM 7018.851562 1725625762.8113
MEM 7018.851562 1725625762.9123
MEM 7018.851562 1725625763.0133
MEM 7018.851562 1725625763.1143
MEM 7018.851562 1725625763.2152
MEM 7018.851562 1725625763.3163
MEM 7043.851562 1725625763.4172
MEM 7071.476562 1725625763.5183
MEM 7095.726562 1725625763.6193
MEM 7115.476562 1725625763.7203
MEM 7137.726562 1725625763.8213
MEM 7165.101562 1725625763.9233
MEM 7189.851562 1725625764.0263
MEM 7204.226562 1725625764.1282
MEM 7218.726562 1725625764.2293
MEM 7237.351562 1725625764.3305
MEM 7264.351562 1725625764.4343
